Id,MSSubClass,MSZoning,LotFrontage,Alley,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,SalePrice,LotArea2,TotalBsmtSF2,GrLivArea2,MasVnrArea2,GarageArea2,TotalSF,TotalBath,LivingAreaQuality,TotalOutdoorArea,OverallScore,TotalArea,OverallQualCond,BedBathRatio,LotFrontageToLotAreaRatio,LivingAreaToTotalAreaRatio,LogTotalArea,ExteriorComposite,BasementScore,NeighborhoodHouseStyle,SeasonSold,AgeAtSale,YearsSinceRemodel,YearsSinceOutdoorAddition,AgeAtSaleTotalArea
373,120,3,50.0,0.0,3,3,4,20,2,2,4,2,6.0,5,1,1,9,10,-1,0.0,2,2,1,4.0,3.0,1.0,5.0,623,2.0,121,0,1,2,1,4,752,2,2,4,0,0.0,1,1984.0,1.0,1,264,3.0,3.0,2,353,0,0,90,0.0,3.0,-1,8,4,125000,0.0010747248137468913,553536,565504,0.0,69696,1496,2.0,4512.0,443,30.0,1760,30.0,1.0,0.006967670011148272,0.42703009653605906,7.473637108496206,19,12.0,20_2,1,26,26,26,45760
374,20,3,79.0,0.0,3,3,4,12,2,2,0,2,5.0,6,1,1,8,8,-1,0.0,2,2,2,3.0,3.0,1.0,4.0,428,2.0,180,0,1,2,1,4,1319,3,2,5,0,0.0,1,1953.0,1.0,1,270,3.0,3.0,2,66,0,0,0,0.0,2.0,-1,8,4,123000,0.0024043823343250243,369664,1739761,0.0,72900,1927,2.0,6595.0,66,30.0,2197,30.0,1.5,0.007428302773859897,0.600090991810737,7.6953031349635665,16,10.0,12_2,4,56,56,56,123032
375,60,3,65.0,0.0,3,3,4,5,2,2,0,5,7.0,5,1,1,12,13,-1,0.0,3,2,2,4.0,3.0,1.0,1.0,0,1.0,0,847,1,4,1,4,1928,4,3,8,1,4.0,3,2003.0,3.0,2,434,3.0,3.0,2,100,48,0,0,0.0,0.0,-1,8,4,219500,0.0014148890788398163,717409,3717184,0.0,188356,2775,2.5,13496.0,148,35.0,3209,35.0,1.1428571428571428,0.007925862699670772,0.6006230529595016,8.07402621612406,25,8.0,5_5,3,4,3,4,12836
376,30,3,0.0,0.0,2,2,4,7,2,2,0,2,1.0,1,1,1,13,14,-1,0.0,1,1,0,2.0,0.0,4.0,4.0,350,1.0,0,333,1,3,0,0,904,1,1,4,0,0.0,-1,1922.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0.0,0.0,-1,8,4,61000,0.0021306524321572816,466489,817216,0.0,0,1587,1.5,904.0,0,1.0,1587,1.0,0.6666666666666666,0.0,0.5692695214105793,7.370230641807081,27,6.0,7_2,2,87,59,87,138069
377,85,3,57.0,0.0,2,3,1,5,2,2,0,6,5.0,5,1,1,12,13,-1,0.0,3,2,2,4.0,3.0,3.0,6.0,298,1.0,0,572,1,4,1,4,914,2,2,5,0,0.0,5,1998.0,1.0,2,576,3.0,3.0,2,0,0,0,0,0.0,0.0,-1,8,4,148000,0.0016525756800249522,756900,835396,0.0,331776,1784,1.0,4570.0,0,25.0,2360,25.0,1.0,0.006442861987114276,0.3871240999576451,7.766840537085513,25,13.0,5_6,3,10,10,10,23600
378,60,1,102.0,0.0,2,3,0,21,2,2,0,5,8.0,5,1,1,5,5,-1,0.0,3,2,2,4.0,3.0,1.0,1.0,0,1.0,0,1580,1,4,1,4,2466,4,3,8,1,4.0,1,2004.0,2.0,2,610,3.0,3.0,2,159,214,0,0,0.0,0.0,-1,8,4,340000,0.0026436398185382412,2496400,6081156,0.0,372100,4046,3.0,19728.0,373,40.0,4656,40.0,1.0,0.009152907394113424,0.5295254455658149,8.446126742982377,10,8.0,21_5,1,3,2,3,13968
379,20,3,88.0,0.0,3,3,0,22,2,2,0,2,9.0,2,3,1,12,13,2,350.0,3,2,2,5.0,3.0,3.0,6.0,1445,1.0,0,411,1,4,1,4,1856,1,4,8,1,5.0,1,2010.0,3.0,3,834,3.0,3.0,2,113,0,0,0,0.0,0.0,-1,6,5,394432,0.0027657409039329485,3444736,3444736,122500.0,695556,3712,2.5,16704.0,113,18.0,4546,18.0,0.4,0.007722685388328214,0.40818121838574883,8.42222295382501,25,14.0,22_2,3,0,0,0,0
380,60,3,60.0,0.0,2,3,4,8,6,2,0,5,6.0,5,1,1,12,13,1,16.0,2,2,2,4.0,3.0,1.0,1.0,0,1.0,0,982,1,4,1,4,1800,3,2,7,1,3.0,1,2000.0,3.0,2,463,3.0,3.0,2,100,63,0,0,0.0,0.0,-1,8,4,179000,0.001387759665393432,964324,3240000,256.0,214369,2782,2.5,10800.0,163,30.0,3245,30.0,0.8571428571428571,0.007385524372230428,0.5545286506469501,8.085178748074537,25,8.0,8_5,3,9,9,9,29205
381,50,3,50.0,2.0,3,3,4,18,2,2,0,0,5.0,6,1,1,3,14,-1,0.0,2,2,0,3.0,3.0,1.0,2.0,218,1.0,0,808,1,2,1,4,1691,3,3,6,1,4.0,5,1924.0,1.0,1,308,3.0,3.0,2,0,0,242,0,0.0,0.0,-1,8,4,127000,0.0005031436220862871,1052676,2859481,0.0,94864,2717,2.0,8455.0,242,30.0,3025,30.0,1.0,0.009998000399920015,0.5588235294117647,8.014996894348302,17,8.0,18_0,2,86,60,86,260150
382,20,1,60.0,2.0,3,3,4,21,2,2,0,2,7.0,5,1,1,12,13,-1,0.0,3,2,2,4.0,4.0,1.0,1.0,0,1.0,0,1293,1,4,1,4,1301,2,3,5,1,4.0,1,2006.0,2.0,2,572,3.0,3.0,2,216,121,0,0,0.0,0.0,-1,6,5,187750,0.0010824818810650921,1671849,1692601,0.0,327184,2594,3.0,9107.0,337,35.0,3166,35.0,0.6666666666666666,0.008332176086654632,0.4107988632775497,8.06054004653864,25,9.0,21_2,3,0,0,0,0
383,60,3,79.0,0.0,2,3,4,5,2,2,0,5,7.0,5,1,1,12,13,-1,0.0,3,2,2,4.0,3.0,3.0,1.0,0,1.0,0,939,1,4,1,4,1797,3,3,8,0,0.0,1,2006.0,2.0,2,639,3.0,3.0,2,144,53,0,0,0.0,0.0,-1,8,4,213500,0.0018083820350484634,881721,3229209,0.0,408321,2736,2.5,12579.0,197,35.0,3375,35.0,0.8571428571428571,0.00854423534501406,0.5322867298578199,8.124446855715847,25,8.0,5_5,2,1,1,1,3375
384,45,2,60.0,0.0,3,3,0,20,2,2,0,1,6.0,3,1,1,13,14,-1,0.0,2,2,0,2.0,2.0,1.0,1.0,0,1.0,0,784,1,2,0,0,784,2,2,5,0,0.0,5,1950.0,1.0,2,360,2.0,2.0,0,0,0,91,0,0.0,0.0,-1,8,4,76000,0.0017118970685398296,614656,614656,0.0,129600,1568,1.0,4704.0,91,18.0,1928,18.0,1.0,0.006665926008221309,0.4064282011404873,7.564757012905729,27,5.0,20_1,4,81,59,81,156168
385,60,3,0.0,0.0,1,2,0,4,1,2,0,5,6.0,5,1,1,6,6,-1,0.0,3,2,2,4.0,3.0,3.0,6.0,985,1.0,0,595,1,4,1,4,1953,3,3,9,2,2.0,1,1992.0,3.0,2,501,3.0,3.0,2,216,231,0,0,0.0,0.0,-1,8,4,240000,0.060840520685203195,2496400,3814209,0.0,251001,3533,3.5,11718.0,447,30.0,4034,30.0,0.8571428571428571,0.0,0.48401486988847586,8.302761580704049,12,13.0,4_5,3,15,15,15,60510
386,120,3,43.0,0.0,3,3,4,0,2,2,4,2,8.0,5,1,1,12,13,1,16.0,3,2,2,4.0,3.0,1.0,6.0,24,1.0,0,1232,1,4,1,4,1269,2,3,6,1,3.0,1,2004.0,3.0,2,430,3.0,3.0,2,146,20,0,144,0.0,0.0,-1,8,4,192000,0.00018207116439755342,1577536,1610361,256.0,184900,2525,2.0,10152.0,310,40.0,2955,40.0,0.6666666666666666,0.013509267986176562,0.42929634641407305,7.991592282068092,25,13.0,0_2,2,6,5,6,17730
387,50,3,58.0,0.0,3,3,2,7,1,2,0,0,5.0,3,2,1,13,13,-1,0.0,2,1,2,3.0,3.0,1.0,1.0,0,1.0,0,658,1,2,1,4,1184,5,2,8,0,0.0,-1,1910.0,0.0,0,0,0.0,0.0,0,0,151,0,0,0.0,0.0,-1,8,1,81000,0.0014901793091357913,432964,1401856,0.0,0,1842,1.0,5920.0,151,15.0,1842,15.0,2.5,0.006895731779812151,0.6424308193163321,7.519149957669823,26,7.0,7_0,2,96,10,96,176832
388,80,3,72.0,0.0,3,3,4,7,2,2,0,7,6.0,6,3,1,8,8,1,255.0,2,2,1,3.0,3.0,3.0,5.0,631,1.0,0,410,1,4,1,4,1125,3,2,6,1,2.0,5,1977.0,1.0,1,352,3.0,3.0,2,296,0,0,0,0.0,2.0,-1,8,0,125000,0.0010824818810650921,1083681,1265625,65025.0,123904,2166,2.0,6750.0,296,36.0,2518,36.0,1.5,0.009998611303985558,0.4466057959507741,7.831617276352611,16,11.0,7_7,4,33,33,33,83094
389,20,3,93.0,0.0,2,3,1,5,2,2,0,2,7.0,5,1,1,12,13,1,125.0,3,2,2,4.0,3.0,1.0,1.0,0,1.0,0,1468,1,4,1,4,1479,3,3,6,0,0.0,1,1999.0,2.0,2,577,3.0,3.0,2,120,25,0,0,0.0,0.0,-1,8,4,191000,0.001863464476320809,2155024,2187441,15625.0,332929,2947,2.0,10353.0,145,35.0,3524,35.0,1.0,0.009911542150698071,0.4195744680851064,8.16763571524637,25,8.0,5_2,3,9,8,9,31716
390,60,3,96.0,0.0,3,3,4,16,2,2,0,5,6.0,5,1,1,12,13,2,272.0,4,2,2,5.0,3.0,3.0,6.0,1280,1.0,0,402,1,4,1,4,2332,3,4,9,1,5.0,3,2008.0,3.0,3,846,3.0,3.0,2,196,134,0,0,0.0,0.0,-1,6,5,426000,0.0033221439296606163,2829124,5438224,73984.0,715716,4014,3.5,13992.0,330,30.0,4860,30.0,0.8571428571428571,0.007695390781563127,0.4797366796955359,8.488999457045455,25,14.0,16_5,3,1,0,1,4860
391,50,3,50.0,1.0,3,3,4,7,2,2,0,0,5.0,8,1,1,8,8,-1,0.0,2,2,0,3.0,4.0,1.0,3.0,241,4.0,391,229,1,4,1,4,1367,4,2,7,0,0.0,5,1978.0,1.0,1,384,3.0,3.0,2,0,130,112,0,0.0,3.0,-1,8,4,119000,0.001488364560099888,741321,1868689,0.0,147456,2228,2.0,6835.0,242,40.0,2612,40.0,2.0,0.005948132286462051,0.5231534634519709,7.868254265520613,16,10.0,7_0,2,108,58,108,282096
392,60,3,71.0,0.0,2,3,1,11,2,2,0,5,6.0,5,1,1,12,13,-1,0.0,2,2,2,5.0,3.0,1.0,5.0,690,1.0,0,114,1,4,1,4,1961,3,3,7,1,3.0,3,2001.0,3.0,2,560,3.0,3.0,2,125,192,0,0,0.0,0.0,-1,8,4,215000,0.003180957318062663,646416,3845521,0.0,313600,2765,3.5,11766.0,317,30.0,3325,30.0,0.8571428571428571,0.005814905814905815,0.5895971136500301,8.109525659752872,25,13.0,11_5,3,8,7,8,26600
393,20,3,0.0,0.0,2,3,4,12,2,2,0,2,5.0,7,1,1,8,8,-1,0.0,2,2,3,0.0,0.0,0.0,0.0,0,0.0,0,0,1,2,1,4,882,3,2,5,0,0.0,1,1959.0,2.0,1,294,3.0,3.0,2,0,0,0,0,0.0,3.0,2,8,4,106500,0.001464511019587574,0,777924,0.0,86436,882,1.0,4410.0,0,35.0,1176,35.0,1.5,0.0,0.7493627867459643,7.0707241072602764,16,0.0,12_2,3,48,48,48,56448
394,30,3,0.0,0.0,3,3,0,3,1,2,0,2,4.0,5,1,1,14,15,-1,0.0,2,2,1,3.0,3.0,1.0,3.0,266,1.0,0,522,1,2,1,0,788,2,2,4,2,3.0,-1,1941.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0.0,2.0,-1,8,0,100000,0.0011602504012844243,620944,620944,0.0,0,1576,1.0,3152.0,0,20.0,1576,20.0,1.0,0.0,0.49968294229549776,7.3632795869630385,29,9.0,3_2,2,65,56,65,102440
395,50,3,60.0,0.0,3,3,4,17,2,2,0,0,5.0,6,1,1,8,8,-1,0.0,2,2,1,3.0,3.0,1.0,1.0,0,1.0,0,735,1,3,1,0,1034,2,2,5,0,0.0,5,1940.0,1.0,1,240,3.0,3.0,2,0,39,0,0,0.0,0.0,-1,8,4,109000,0.0021802449095397816,540225,1069156,0.0,57600,1769,1.0,5170.0,39,30.0,2009,30.0,1.0,0.0059200789343857915,0.5144278606965174,7.605890001053122,16,7.0,17_0,3,67,57,67,134603
396,20,3,68.0,0.0,3,3,4,7,2,2,0,2,5.0,6,1,1,13,14,-1,0.0,2,2,1,3.0,3.0,3.0,4.0,739,1.0,0,405,1,2,1,4,1144,3,2,6,0,0.0,1,1956.0,1.0,1,596,3.0,3.0,2,44,0,0,0,0.0,0.0,-1,8,4,129000,0.0019407840525591986,1308736,1308736,0.0,355216,2288,2.0,5720.0,44,30.0,2884,30.0,1.5,0.0071040534893439195,0.39653379549393414,7.9672801789422,27,10.0,7_2,3,54,54,54,155736
397,20,3,60.0,0.0,3,2,4,5,2,2,0,2,5.0,5,3,1,8,8,-1,0.0,2,2,1,3.0,3.0,3.0,3.0,777,1.0,0,117,1,2,1,4,894,2,2,6,0,0.0,5,1985.0,2.0,2,600,3.0,3.0,2,215,0,0,0,0.0,0.0,-1,8,4,123000,0.0010824818810650921,799236,799236,0.0,360000,1788,1.0,4470.0,215,25.0,2388,25.0,1.0,0.008332176086654632,0.37421515278359146,7.77863014732581,16,9.0,5_2,4,37,37,37,88356
398,60,3,69.0,0.0,3,3,4,12,4,2,0,5,5.0,5,1,1,12,13,1,288.0,2,2,1,3.0,3.0,1.0,5.0,540,1.0,0,324,1,2,1,4,1812,4,2,8,1,3.0,1,1962.0,2.0,1,264,3.0,3.0,2,0,168,0,0,0.0,0.0,-1,8,4,169500,0.0012069856445381041,746496,3283344,82944.0,69696,2676,2.0,9060.0,168,25.0,2940,25.0,1.3333333333333333,0.009089711500461072,0.6161169670180211,7.9865049385539955,25,11.0,12_5,3,45,45,45,132300
399,30,4,60.0,0.0,3,3,0,9,2,2,0,2,5.0,2,1,1,8,8,-1,0.0,2,1,0,2.0,0.0,1.0,1.0,0,1.0,0,961,1,3,1,3,1077,2,2,6,0,0.0,5,1920.0,1.0,1,338,1.0,1.0,0,0,0,0,0,0.0,0.0,-1,8,0,67000,0.00169909915399179,923521,1159929,0.0,114244,2038,1.0,5385.0,0,10.0,2376,10.0,1.0,0.006690454950936664,0.4530921329406815,7.773594467360194,16,3.0,9_2,4,87,57,87,206712
400,60,1,65.0,0.0,3,3,4,21,2,2,0,5,7.0,5,1,1,5,5,2,100.0,3,2,2,4.0,3.0,1.0,6.0,812,1.0,0,280,1,4,1,4,1550,2,3,7,0,0.0,1,2007.0,3.0,2,438,3.0,3.0,2,0,168,0,0,0.0,0.0,-1,8,4,241000,0.0013884610877505027,1192464,2402500,10000.0,191844,2642,3.0,10850.0,168,35.0,3080,35.0,0.6666666666666666,0.007999015505783904,0.5030834144758195,8.033009498596668,10,13.0,21_5,4,3,2,3,9240
401,120,3,38.0,0.0,1,3,4,24,2,2,4,2,8.0,5,1,1,3,3,-1,0.0,3,2,2,4.0,3.0,1.0,6.0,786,1.0,0,474,1,4,1,4,1288,1,4,4,2,4.0,1,1996.0,3.0,2,500,3.0,3.0,2,120,30,0,224,0.0,0.0,-1,8,4,245500,0.004796190546168666,1587600,1658944,0.0,250000,2548,2.5,10304.0,374,40.0,3048,40.0,0.4,0.0025394279604383854,0.4224335847818957,8.022568946988255,6,13.0,24_2,1,12,12,12,36576
402,20,3,65.0,0.0,2,3,4,5,2,2,0,2,7.0,5,1,1,12,13,-1,0.0,3,2,2,4.0,3.0,3.0,6.0,24,1.0,0,1286,1,4,1,4,1310,3,3,6,1,4.0,1,2005.0,3.0,2,400,3.0,3.0,2,0,0,0,0,0.0,0.0,-1,6,5,164990,0.001622541891065336,1716100,1716100,0.0,160000,2620,2.0,9170.0,0,35.0,3020,35.0,1.0,0.007413321167883211,0.4336312479311486,8.013343181386672,25,13.0,5_2,3,1,1,1,3020
403,30,3,60.0,0.0,3,3,4,19,2,2,0,2,5.0,8,1,1,13,14,-1,0.0,2,2,2,3.0,3.0,1.0,1.0,0,1.0,0,672,1,4,1,4,672,2,2,4,0,0.0,5,1940.0,1.0,1,240,3.0,3.0,0,168,0,0,0,0.0,4.0,-1,8,4,108000,0.0022092127722235727,451584,451584,0.0,57600,1344,1.0,3360.0,168,40.0,1584,40.0,1.0,0.005881776296441525,0.42397476340694007,7.368339686311381,27,7.0,19_2,3,68,11,68,107712
404,60,3,93.0,0.0,3,3,0,15,2,2,0,5,8.0,5,3,1,12,13,1,650.0,3,2,2,4.0,3.0,1.0,1.0,0,1.0,0,1141,1,3,1,4,2263,4,3,10,1,3.0,3,1998.0,3.0,2,420,3.0,3.0,2,144,123,0,0,0.0,0.0,-1,8,0,258000,0.003118542880572492,1301881,5121169,422500.0,176400,3404,2.5,18104.0,267,40.0,3824,40.0,1.1428571428571428,0.007691671491191795,0.5916339869281045,8.249313746260636,25,8.0,15_5,3,8,8,8,30592
405,60,3,0.0,0.0,2,3,4,8,2,2,0,5,6.0,5,1,1,8,8,-1,0.0,2,2,2,4.0,3.0,1.0,1.0,0,1.0,0,806,1,3,1,4,1572,3,2,7,1,3.0,3,1995.0,3.0,2,373,3.0,3.0,2,0,40,0,0,0.0,0.0,-1,8,4,168000,0.0022820077037084083,649636,2471184,0.0,139129,2378,2.5,9432.0,40,30.0,2751,30.0,0.8571428571428571,0.0,0.5712209302325582,7.920083199053234,16,8.0,8_5,2,12,11,12,33012
406,20,3,0.0,0.0,2,3,0,19,1,2,0,2,4.0,4,1,1,9,10,-1,0.0,2,2,1,3.0,3.0,1.0,4.0,1116,1.0,0,165,1,4,1,4,1620,3,2,8,1,3.0,1,1993.0,1.0,2,490,3.0,3.0,2,120,78,0,0,0.0,2.0,-1,8,4,150000,0.0021181263144556305,1640961,2624400,0.0,240100,2901,3.0,6480.0,198,16.0,3391,16.0,1.0,0.0,0.47759433962264153,8.129174996911793,19,10.0,19_2,3,33,16,33,111903
407,50,3,51.0,0.0,3,3,4,18,2,2,0,0,6.0,5,1,1,8,8,-1,0.0,2,2,0,3.0,3.0,1.0,1.0,0,1.0,0,1064,1,4,1,0,1639,3,2,6,0,0.0,5,1936.0,1.0,1,240,3.0,3.0,2,0,0,0,0,0.0,0.0,-1,8,4,115000,0.0023341978785868687,1132096,2686321,0.0,57600,2230,1.0,9834.0,0,30.0,2943,30.0,1.5,0.004865947905734185,0.5567255434782609,7.987524479848767,16,7.0,18_0,2,72,58,72,211896
408,70,3,63.0,0.0,3,3,4,6,2,2,0,5,6.0,7,1,1,13,10,-1,0.0,2,2,0,4.0,3.0,1.0,1.0,0,1.0,0,840,1,4,1,4,1680,4,2,8,0,0.0,1,1960.0,1.0,1,308,3.0,3.0,2,0,0,160,0,0.0,0.0,-1,8,4,177000,0.005200268340459078,705600,2822400,0.0,94864,2520,2.0,10080.0,160,42.0,2828,42.0,1.3333333333333333,0.004044424471977916,0.5938494167550371,7.947678571301568,23,8.0,6_5,2,93,32,93,263004
409,60,3,109.0,0.0,3,3,0,16,2,2,0,5,7.0,5,1,1,12,13,1,350.0,3,2,2,5.0,4.0,1.0,1.0,0,1.0,0,1063,1,4,1,4,2172,3,3,9,1,4.0,1,2006.0,2.0,3,947,3.0,3.0,2,192,62,0,0,0.0,0.0,-1,6,5,280000,0.0042877445328255645,1129969,4717584,122500.0,896809,3235,2.5,15204.0,254,35.0,4182,35.0,0.8571428571428571,0.007700459201695514,0.519244561319627,8.338783971442199,25,10.0,16_5,3,1,1,1,4182
410,60,1,85.0,0.0,3,3,4,21,2,2,0,5,8.0,5,1,1,12,13,2,100.0,3,2,2,5.0,3.0,1.0,6.0,789,1.0,0,245,1,4,1,4,2078,3,4,8,1,4.0,1,2008.0,3.0,3,836,3.0,3.0,2,0,102,0,0,0.0,0.0,-1,6,5,339750,0.0024811822976756196,1069156,4318084,10000.0,698896,3112,3.5,16624.0,102,40.0,3948,40.0,0.8571428571428571,0.007869641699842608,0.5262091668776906,8.28121766128665,25,14.0,21_5,2,1,0,1,3948
411,20,3,68.0,0.0,3,3,4,7,2,2,0,2,5.0,3,1,1,2,2,-1,0.0,2,1,1,3.0,2.0,1.0,1.0,0,1.0,0,1276,1,2,1,0,1276,3,2,5,0,0.0,1,1958.0,1.0,1,350,3.0,3.0,2,0,0,0,0,0.0,0.0,-1,0,0,60000,0.0019407840525591986,1628176,1628176,0.0,122500,2552,1.0,6380.0,0,15.0,2902,15.0,1.5,0.0071040534893439195,0.4395452979676197,7.97349996402463,4,6.0,7_2,3,51,51,51,148002
412,190,3,100.0,0.0,3,0,4,8,2,2,1,2,5.0,5,3,1,13,14,-1,0.0,2,2,1,3.0,3.0,2.0,3.0,1056,1.0,0,0,1,2,0,4,1056,3,2,5,0,0.0,1,1955.0,3.0,2,572,3.0,3.0,2,264,0,0,0,0.0,0.0,-1,8,4,145000,0.025878817704288605,1115136,1115136,0.0,327184,2112,2.0,5280.0,264,25.0,2684,25.0,1.5,0.0028859195982799918,0.39329608938547483,7.895436006942965,27,9.0,8_2,1,51,51,51,136884
413,20,1,0.0,0.0,1,3,4,21,2,2,0,2,7.0,5,1,1,8,8,2,432.0,4,2,2,5.0,3.0,3.0,6.0,578,1.0,0,892,1,4,1,4,1478,2,3,7,1,4.0,1,2009.0,3.0,2,484,3.0,3.0,2,0,144,0,0,0.0,0.0,-1,6,5,222000,0.00038197491729645514,2160900,2184484,186624.0,234256,2948,3.5,10346.0,144,35.0,3432,35.0,0.5714285714285714,0.0,0.43052723565394696,8.141189793457691,16,14.0,21_2,3,1,1,1,3432
414,30,4,56.0,1.0,3,3,4,17,0,2,0,2,5.0,6,1,1,14,15,-1,0.0,2,2,1,3.0,3.0,1.0,1.0,0,1.0,0,1008,1,3,1,0,1028,2,2,5,1,4.0,5,1927.0,1.0,2,360,3.0,3.0,2,0,0,130,0,0.0,0.0,-1,8,4,115000,0.0016963904886124685,1016064,1056784,0.0,129600,2036,1.0,5140.0,130,30.0,2396,30.0,1.0,0.0062493025331994195,0.4288694201084689,7.781973234434385,29,7.0,17_2,2,83,60,83,198868
415,60,3,59.0,0.0,1,3,1,20,2,2,0,5,7.0,5,1,1,12,13,-1,0.0,3,2,2,4.0,3.0,1.0,4.0,50,6.0,531,499,1,4,1,4,2097,3,3,9,1,3.0,1,1993.0,1.0,3,678,3.0,3.0,2,196,187,0,0,0.0,0.0,-1,8,4,228000,0.002684684228981135,1166400,4397409,0.0,459684,3177,3.0,14679.0,383,35.0,3855,35.0,0.8571428571428571,0.005254252382224597,0.5438278008298755,8.257385655730436,25,11.0,20_5,1,15,15,15,57825
416,20,3,73.0,0.0,2,3,4,8,2,2,0,2,7.0,5,1,1,12,13,-1,0.0,3,2,2,4.0,3.0,3.0,6.0,24,1.0,0,1316,1,4,1,4,1340,3,3,6,0,0.0,1,2007.0,3.0,2,396,3.0,3.0,2,100,30,0,0,0.0,0.0,-1,6,5,181134,0.0016728759386872355,1795600,1795600,0.0,156816,2680,2.0,9380.0,130,35.0,3076,35.0,1.0,0.008202247191011236,0.4354891127721807,8.031710375322042,25,13.0,8_2,3,0,0,0,0
417,60,3,74.0,0.0,3,3,4,19,2,2,0,5,6.0,7,3,1,6,6,1,203.0,2,2,1,3.0,3.0,1.0,5.0,209,1.0,0,463,1,2,1,4,1400,3,2,6,1,3.0,1,1978.0,3.0,2,440,3.0,3.0,2,0,0,0,0,0.0,0.0,-1,8,4,149500,0.0012916034798222337,451584,1960000,41209.0,193600,2072,1.5,8400.0,0,42.0,2512,42.0,1.2,0.009432759719566603,0.5571030640668524,7.829232537543592,12,11.0,19_5,2,28,28,28,70336
418,70,3,86.0,0.0,2,3,4,6,1,2,0,5,6.0,6,3,1,13,12,-1,0.0,2,2,0,4.0,3.0,1.0,4.0,1128,1.0,0,242,2,2,0,0,2624,4,2,10,1,4.0,5,1918.0,1.0,3,864,3.0,3.0,0,0,0,0,0,0.0,0.0,-1,8,4,239000,0.010813301117096857,1876900,6885376,0.0,746496,3994,3.5,15744.0,0,36.0,4858,36.0,1.1428571428571428,0.0038356897551402704,0.5400288125128627,8.488587934405903,25,11.0,6_5,4,89,57,89,432362
419,50,3,60.0,0.0,3,3,4,7,2,2,0,0,5.0,6,1,1,8,8,-1,0.0,2,2,0,3.0,3.0,1.0,5.0,312,1.0,0,444,1,1,0,1,1134,3,2,7,0,0.0,5,1940.0,1.0,1,240,3.0,3.0,1,0,0,0,0,0.0,0.0,-1,8,1,126000,0.0014007639314226876,571536,1285956,0.0,57600,1890,2.5,5670.0,0,30.0,2130,30.0,1.2,0.007352040191153045,0.5321445330830596,7.664346632098617,16,11.0,7_0,2,67,57,67,142710
420,20,3,65.0,0.0,3,3,4,12,2,2,0,2,5.0,6,1,1,12,13,-1,0.0,2,2,1,3.0,3.0,1.0,4.0,775,1.0,0,281,1,4,1,4,1056,3,2,6,1,2.0,1,1968.0,1.0,1,304,3.0,3.0,2,0,85,184,0,0.0,0.0,-1,8,4,142000,0.0015047361542123675,1115136,1115136,0.0,92416,2112,2.0,5280.0,269,30.0,2416,30.0,1.5,0.007691397467755295,0.4369052544476624,7.790282380703483,25,10.0,12_2,3,42,42,42,101472
421,90,4,78.0,0.0,3,3,4,11,2,2,2,6,7.0,5,1,1,12,13,1,200.0,2,3,2,4.0,4.0,4.0,6.0,1309,1.0,0,35,1,4,1,4,1344,2,2,8,0,0.0,1,1997.0,3.0,4,784,3.0,3.0,2,0,0,0,0,0.0,0.0,-1,8,2,206300,0.0010393898206990232,1806336,1806336,40000.0,614656,2688,4.0,9408.0,0,35.0,3472,35.0,0.6666666666666666,0.011046593966860217,0.3869853152893752,8.152774052744075,25,14.0,11_6,4,11,10,11,38192
422,20,3,0.0,0.0,2,3,2,14,2,2,0,2,6.0,7,1,1,5,5,2,126.0,3,2,1,4.0,3.0,1.0,5.0,1246,1.0,0,356,1,3,1,4,1602,3,3,8,1,3.0,1,1977.0,3.0,2,529,3.0,3.0,2,240,0,0,0,0.0,0.0,-1,8,4,215000,0.005936559975142547,2566404,2566404,15876.0,279841,3204,2.5,9612.0,240,42.0,3733,42.0,1.0,0.0,0.42903053026245314,8.225235324101668,10,12.0,14_2,3,32,9,32,119456
423,20,3,100.0,0.0,3,1,4,11,0,2,0,2,5.0,5,3,1,6,6,-1,0.0,2,2,1,3.0,3.0,1.0,1.0,0,1.0,0,988,1,4,1,0,988,2,2,4,0,0.0,1,1954.0,2.0,2,520,3.0,3.0,0,0,0,0,0,0.0,0.0,-1,8,4,113000,0.010174520248900401,976144,976144,0.0,270400,1976,1.0,4940.0,0,25.0,2496,25.0,1.0,0.00459748977058526,0.3956748097717261,7.822845290279774,12,7.0,11_2,1,54,54,54,134784
